TransactionAmount,TransactionType,Channel,CustomerAge,TransactionDuration,CustomerOccupation,AccountBalance,Cluster
275.65,Credit,Branch,28,14,Engineer,4957.57,0
251.8,Debit,ATM,62,102,Doctor,11796.66,2
334.07,Debit,Branch,59,200,Engineer,7306.79,0
52.44,Debit,Online,27,87,Student,3157.75,1
141.37,Debit,Online,46,77,Engineer,1019.77,1
211.7,Credit,Online,50,205,Doctor,12272.78,2
308.23,Debit,ATM,60,23,Retired,4150.63,0
111.41,Debit,Branch,21,181,Student,1204.11,1
675.49,Debit,ATM,61,159,Retired,1893.0,1
29.72,Debit,ATM,26,38,Student,1059.62,1
301.73,Debit,Online,67,163,Doctor,990.74,1
294.61,Debit,Branch,60,74,Retired,7375.59,0
106.43,Credit,ATM,52,164,Engineer,9403.12,2
381.52,Debit,Online,36,79,Doctor,5798.92,0
5.66,Debit,Branch,40,33,Engineer,5434.64,0
209.09,Debit,ATM,48,203,Doctor,9100.81,0
521.81,Debit,ATM,47,34,Engineer,4750.96,0
588.36,Debit,Online,33,134,Engineer,8434.99,0
146.67,Debit,Online,20,273,Student,1569.75,1
57.34,Debit,Online,27,81,Student,1100.64,1
294.77,Debit,Online,77,101,Retired,2272.17,1
881.32,Debit,Online,31,59,Engineer,2287.93,1
162.59,Debit,Branch,64,19,Retired,7104.83,0
56.15,Debit,Branch,31,77,Doctor,13265.92,2
524.55,Debit,ATM,39,175,Doctor,8292.75,0
535.4,Debit,Branch,23,110,Student,651.84,1
56.84,Debit,ATM,45,185,Engineer,7977.78,0
135.94,Debit,Branch,71,258,Retired,4710.21,0
47.1,Credit,Branch,42,178,Doctor,6308.07,0
124.05,Credit,Branch,61,220,Doctor,7009.54,0
802.89,Debit,ATM,19,175,Student,1973.63,1
193.16,Debit,ATM,64,109,Retired,2304.56,1
541.52,Credit,Branch,48,161,Engineer,6087.24,0
20.17,Debit,ATM,77,86,Retired,3869.37,1
35.98,Credit,Branch,40,133,Doctor,11147.34,2
273.24,Debit,Branch,51,173,Retired,2202.21,1
663.45,Debit,ATM,67,147,Retired,5897.29,0
343.86,Debit,Branch,57,70,Engineer,3278.65,1
75.43,Debit,ATM,77,266,Retired,1441.86,1
414.64,Debit,Branch,32,74,Doctor,7253.22,0
86.79,Debit,Branch,33,166,Doctor,8795.37,0
14.1,Debit,Branch,45,73,Engineer,6949.21,0
63.33,Credit,Branch,23,124,Student,792.33,1
606.27,Debit,Branch,29,42,Doctor,9668.78,2
4.47,Debit,Branch,27,132,Student,1381.75,1
289.01,Debit,Online,66,96,Retired,4226.26,0
338.69,Debit,Branch,18,169,Student,1137.89,1
97.73,Debit,Branch,69,156,Doctor,7885.21,0
27.61,Credit,ATM,54,26,Retired,3679.64,1
284.17,Debit,ATM,51,189,Retired,3479.56,1
76.21,Debit,Branch,22,69,Student,664.93,1
334.79,Credit,Branch,69,292,Doctor,624.09,1
584.51,Debit,ATM,74,76,Retired,3254.56,1
432.18,Debit,Branch,18,162,Student,678.83,1
134.55,Debit,Online,59,165,Doctor,14852.42,2
61.66,Debit,ATM,26,86,Student,5705.4,0
12.35,Debit,Branch,25,22,Student,1846.85,1
213.25,Debit,Branch,25,63,Student,677.79,1
34.93,Debit,Branch,31,72,Engineer,2810.37,1
335.68,Debit,Online,24,142,Student,1188.95,1
423.96,Debit,ATM,43,75,Doctor,8374.38,0
220.82,Debit,Branch,42,31,Engineer,4298.13,0
717.36,Credit,Online,22,138,Student,514.88,1
406.12,Debit,ATM,42,106,Doctor,10501.53,2
427.83,Debit,ATM,47,29,Engineer,3293.06,1
416.62,Credit,Online,26,67,Student,9700.9,2
21.9,Debit,ATM,28,30,Student,1052.27,1
717.74,Credit,Online,42,168,Engineer,8375.16,0
393.68,Debit,ATM,55,141,Doctor,10135.88,2
281.91,Debit,Branch,25,269,Student,225.53,1
239.85,Debit,ATM,70,50,Retired,1477.63,1
237.84,Debit,Branch,26,16,Student,8932.39,0
459.29,Credit,Online,64,109,Retired,1006.12,1
196.49,Debit,Branch,41,65,Engineer,7516.56,0
344.87,Debit,Branch,58,25,Retired,7447.44,0
129.62,Credit,ATM,23,124,Student,620.28,1
16.53,Debit,ATM,21,220,Student,707.95,1
277.02,Credit,ATM,46,227,Doctor,8586.38,0
13.02,Debit,Branch,51,42,Doctor,6076.45,0
199.02,Debit,ATM,22,185,Student,793.63,1
684.5,Debit,Branch,29,76,Doctor,6258.63,0
45.92,Debit,ATM,26,23,Student,544.56,1
761.73,Debit,ATM,19,27,Student,151.28,1
331.38,Debit,ATM,42,122,Engineer,844.55,1
602.8,Debit,Branch,60,173,Retired,7417.69,0
64.12,Credit,Branch,57,222,Doctor,1029.09,1
57.38,Debit,Online,28,86,Student,899.52,1
94.64,Credit,ATM,28,144,Student,586.76,1
155.56,Credit,Branch,19,64,Student,129.79,1
301.39,Credit,Online,47,104,Doctor,10548.58,2
136.31,Debit,Online,74,65,Retired,4384.95,0
4.39,Debit,ATM,26,63,Student,1429.61,1
429.25,Debit,Online,29,107,Engineer,5019.68,0
138.54,Credit,Branch,60,93,Engineer,8274.77,0
33.03,Debit,Branch,21,28,Student,935.88,1
76.39,Debit,Online,30,80,Doctor,11584.32,2
25.32,Debit,ATM,19,25,Student,1642.34,1
330.91,Debit,ATM,36,28,Engineer,6481.35,0
153.55,Debit,Online,37,16,Doctor,5619.91,0
217.61,Debit,Online,27,120,Student,1661.1,1
131.69,Credit,Branch,53,59,Engineer,2958.43,1
68.49,Debit,Online,67,49,Retired,6683.31,0
470.62,Debit,Branch,57,127,Doctor,12470.62,2
385.35,Debit,Branch,38,269,Doctor,5184.13,0
74.72,Debit,Online,26,132,Student,165.75,1
352.03,Credit,Online,27,219,Student,4846.68,0
275.87,Debit,ATM,25,112,Student,1697.58,1
90.94,Credit,ATM,63,56,Retired,3896.08,1
206.25,Debit,ATM,74,56,Retired,3651.07,1
116.76,Debit,ATM,51,212,Engineer,4480.43,0
91.5,Debit,ATM,47,77,Doctor,667.66,1
489.31,Debit,Branch,43,36,Engineer,5595.22,0
414.49,Credit,Online,58,108,Doctor,12709.58,2
315.13,Debit,Branch,30,143,Engineer,6570.94,0
28.38,Debit,Branch,45,260,Doctor,8892.62,0
456.05,Debit,Branch,68,20,Doctor,11729.51,2
277.22,Debit,Branch,35,41,Doctor,12104.51,2
54.84,Debit,Online,52,124,Retired,3495.51,1
29.92,Credit,Online,68,63,Doctor,7855.01,0
133.06,Debit,Online,35,143,Engineer,8843.44,0
14.34,Credit,Online,67,24,Retired,7932.51,0
468.32,Debit,Online,69,152,Retired,4710.04,0
582.17,Debit,Branch,57,135,Engineer,7310.83,0
245.62,Debit,Branch,23,127,Student,1879.82,1
83.6,Debit,ATM,47,192,Doctor,13899.24,2
331.22,Credit,Branch,61,161,Doctor,12613.25,2
57.49,Credit,Online,24,177,Student,765.15,1
85.58,Debit,ATM,55,60,Engineer,7794.84,0
157.56,Debit,Branch,43,159,Doctor,7541.16,0
230.3,Debit,Online,46,24,Engineer,8356.88,0
305.92,Debit,ATM,72,88,Retired,1445.47,1
116.33,Debit,Branch,27,144,Student,1696.15,1
537.71,Credit,Online,19,175,Student,1806.08,1
538.17,Credit,Branch,27,252,Engineer,5908.04,0
219.44,Debit,Online,42,23,Engineer,4207.27,0
61.62,Debit,Online,57,19,Doctor,8365.37,0
58.77,Debit,Online,27,191,Engineer,7261.7,0
538.13,Debit,ATM,62,165,Retired,5008.59,0
177.05,Debit,Branch,24,235,Student,4287.82,0
719.76,Debit,Branch,19,190,Student,690.52,1
163.22,Debit,Online,26,217,Student,1788.27,1
242.85,Debit,Online,42,93,Engineer,4672.8,0
291.22,Credit,Online,41,100,Engineer,3677.63,1
56.52,Debit,ATM,42,152,Engineer,6911.2,0
195.8,Debit,Online,39,186,Doctor,12027.68,2
66.76,Credit,Branch,36,44,Doctor,184.72,1
190.9,Debit,Online,28,40,Student,101.25,1
106.99,Debit,Branch,38,152,Engineer,5771.4,0
107.1,Credit,Online,25,175,Student,193.8,1
430.83,Debit,Branch,18,292,Student,941.49,1
235.34,Debit,Branch,26,68,Student,566.83,1
86.35,Credit,Branch,52,24,Retired,1550.48,1
337.99,Debit,ATM,70,115,Doctor,9038.63,0
577.13,Credit,Branch,40,66,Engineer,6640.51,0
213.33,Debit,ATM,52,161,Retired,5400.44,0
54.52,Debit,Branch,32,164,Doctor,6980.98,0
100.13,Debit,Branch,57,168,Doctor,5209.16,0
883.92,Credit,Online,53,129,Retired,2342.64,1
69.8,Credit,Branch,27,138,Student,136.77,1
768.94,Debit,Branch,64,53,Retired,6860.18,0
179.62,Debit,Online,24,119,Student,409.26,1
425.91,Debit,ATM,23,47,Student,383.58,1
263.34,Debit,ATM,64,55,Retired,2411.02,1
113.03,Credit,Online,36,12,Doctor,6756.13,0
11.02,Debit,Online,42,42,Doctor,7879.66,0
865.17,Debit,Branch,24,161,Student,9297.5,2
152.0,Debit,ATM,51,63,Engineer,7531.43,0
270.39,Debit,ATM,25,104,Student,899.15,1
246.41,Debit,ATM,54,23,Retired,1431.6,1
336.84,Debit,ATM,22,100,Student,4500.26,0
261.45,Credit,Online,50,96,Engineer,6735.74,0
99.98,Credit,Online,73,152,Retired,3037.97,1
400.69,Debit,Online,32,26,Engineer,9040.33,0
411.47,Debit,ATM,26,120,Student,796.63,1
204.63,Debit,Online,52,92,Engineer,9199.52,2
421.56,Debit,Online,53,144,Engineer,8037.87,0
193.38,Debit,ATM,18,285,Student,1081.79,1
377.04,Debit,ATM,34,64,Engineer,3812.87,1
54.1,Credit,Branch,28,17,Engineer,940.91,1
18.1,Debit,ATM,57,66,Retired,6474.34,0
408.62,Credit,Online,48,159,Engineer,2498.48,1
162.1,Debit,Branch,64,221,Doctor,9578.74,2
165.31,Debit,ATM,49,28,Doctor,7346.66,0
856.9,Debit,Branch,36,150,Engineer,8579.69,0
433.9,Debit,Online,65,37,Doctor,9013.1,0
271.22,Credit,ATM,45,87,Doctor,6863.02,0
307.68,Credit,Online,75,162,Retired,2052.84,1
348.17,Debit,ATM,21,181,Student,1887.84,1
43.1,Debit,Branch,25,102,Student,6944.9,0
557.78,Credit,Branch,26,102,Student,1289.48,1
325.6,Debit,ATM,69,88,Doctor,13777.1,2
235.83,Credit,Online,53,169,Engineer,4120.75,0
603.54,Debit,Online,44,26,Doctor,10517.47,2
270.25,Debit,ATM,31,42,Engineer,5414.97,0
123.38,Debit,Online,59,40,Doctor,13542.41,2
577.12,Debit,ATM,39,69,Engineer,5265.88,0
92.24,Debit,Branch,60,93,Engineer,6937.48,0
856.21,Credit,Branch,33,109,Doctor,12690.79,2
251.54,Debit,Branch,48,177,Doctor,254.75,1
28.63,Debit,Branch,56,146,Retired,3382.91,1
185.97,Debit,Online,23,19,Student,1776.91,1
243.08,Credit,Online,24,93,Student,131.25,1
